Year,Week,Address Block,Trap,Trap type,Date,Mosquito number,WNV Present,Species,Lat,Lon,Month
2015,22,100XX W OHARE AIRPORT,T906,GRAVID,2015-06-04 00:06:00,9,negative,CULEX RESTUANS,41.97773755569391,-87.88096903051245,6
2015,22,24XX E 105TH ST,T128,GRAVID,2015-06-04 00:06:00,1,negative,CULEX RESTUANS,41.704687214,-87.564235562,6
2015,22,100XX W OHARE AIRPORT,T924,GRAVID,2015-06-04 00:06:00,29,negative,CULEX RESTUANS,41.97773755569391,-87.88096903051245,6
2015,22,4XX W 127TH,T135,GRAVID,2015-06-04 00:06:00,9,negative,CULEX RESTUANS,41.66433558418288,-87.63195638634048,6
2015,22,37XX E 118TH ST,T212,GRAVID,2015-06-04 00:06:00,2,negative,CULEX RESTUANS,41.681034931,-87.533436467,6
2015,22,5XX S CENTRAL AVE,T031,GRAVID,2015-06-04 00:06:00,1,negative,CULEX RESTUANS,41.872872862,-87.764736532,6
2015,22,100XX W OHARE,T904,GRAVID,2015-06-04 00:06:00,8,negative,CULEX RESTUANS,41.97773755569391,-87.88096903051245,6
2015,22,82XX S KOSTNER AVE,T225,GRAVID,2015-06-04 00:06:00,6,negative,CULEX RESTUANS,41.742670478,-87.731550059,6
2015,22,39XX S ASHLAND AVE,T074,GRAVID,2015-06-04 00:06:00,3,negative,CULEX RESTUANS,41.820858508,-87.665108095,6
2015,22,61XX W FULLERTON AVE,T013,GRAVID,2015-06-04 00:06:00,2,negative,CULEX RESTUANS,41.923887364,-87.778909912,6
2015,22,131XX S BRANDON AVE,T209,GRAVID,2015-06-04 00:06:00,1,negative,CULEX RESTUANS,41.657068876,-87.546048865,6
2015,22,14XX N HUMBOLDT DR,T033,GRAVID,2015-06-04 00:06:00,1,negative,CULEX RESTUANS,41.907284873,-87.701394637,6
2015,22,9XX W GARFIELD BLVD,T226,GRAVID,2015-06-04 00:06:00,2,negative,CULEX RESTUANS,41.794366478,-87.648925137,6
2015,22,100XX W OHARE AIRPORT,T902,GRAVID,2015-06-04 00:06:00,17,negative,CULEX RESTUANS,41.97773755569391,-87.88096903051245,6
2014,40,70XX W ARMITAGE AVE,T151,GRAVID,2014-10-02 00:10:00,2,negative,CULEX RESTUANS,41.916134719,-87.801092809,10
2014,40,61XX N LEMONT AVE,T012,GRAVID,2014-10-02 00:10:00,12,negative,CULEX PIPIENS,41.993564362,-87.745420387,10
2014,40,63XX W 64TH ST,T155,GRAVID,2014-10-02 00:10:00,1,negative,CULEX PIPIENS,41.776005392,-87.779407668,10
2014,40,1XX N CENTRAL PARK DR,T030,GRAVID,2014-10-02 00:10:00,2,negative,CULEX RESTUANS,41.883771777,-87.716168365,10
2014,40,37XX E 118TH ST,T212,GRAVID,2014-10-02 00:10:00,1,negative,CULEX PIPIENS,41.681034931,-87.533436467,10
2014,40,70XX W ARMITAGE AVE,T151,GRAVID,2014-10-02 00:10:00,1,negative,CULEX TERRITANS,41.916134719,-87.801092809,10
2014,40,6XX E 91ST PL,T227,GRAVID,2014-10-02 00:10:00,5,negative,CULEX PIPIENS,41.728490034,-87.608524308,10
2014,40,119XX S ASHLAND AVE,T090,GRAVID,2014-10-02 00:10:00,9,negative,CULEX PIPIENS,41.676887316,-87.661221926,10
2014,40,5XX S CENTRAL AVE,T031,GRAVID,2014-10-02 00:10:00,3,negative,CULEX RESTUANS,41.872872862,-87.764736532,10
2014,40,109XX S COTTAGE GROVE AVE,T102,GRAVID,2014-10-02 00:10:00,1,negative,CULEX RESTUANS,41.69549407,-87.609081766,10
2014,40,71XX S SOUTH SHORE DR,T079,GRAVID,2014-10-02 00:10:00,4,negative,CULEX PIPIENS,41.765752525,-87.562465208,10
2014,40,58XX N PULASKI RD,T027,GRAVID,2014-10-02 00:10:00,3,negative,CULEX RESTUANS,41.986319851,-87.728378456,10
2014,40,109XX S COTTAGE GROVE AVE,T102,GRAVID,2014-10-02 00:10:00,2,negative,CULEX PIPIENS,41.69549407,-87.609081766,10
2014,40,104XX S VINCENNES AVE,T089,GRAVID,2014-10-02 00:10:00,1,negative,CULEX PIPIENS,41.704338415,-87.657084272,10
2014,40,51XX N MONT CLARE AVE,T223,GRAVID,2014-10-02 00:10:00,2,negative,CULEX RESTUANS,41.974522761,-87.80458947,10
2014,40,5XX W 72ND ST,T035,GRAVID,2014-10-02 00:10:00,1,negative,CULEX TERRITANS,41.763370922,-87.637872614,10
2014,40,70XX N MOSELLE AVE,T008,GRAVID,2014-10-02 00:10:00,2,negative,CULEX RESTUANS,42.007997503,-87.778234965,10
2014,40,14XX N HUMBOLDT DR,T033,GRAVID,2014-10-02 00:10:00,1,negative,CULEX PIPIENS,41.907284873,-87.701394637,10
2014,40,89XX S MUSKEGON AVE,T099,GRAVID,2014-10-02 00:10:00,1,negative,CULEX RESTUANS,41.73318788,-87.55562869,10
2014,40,131XX S BRANDON AVE,T209,GRAVID,2014-10-02 00:10:00,1,negative,CULEX PIPIENS,41.657068876,-87.546048865,10
2014,40,77XX S EBERHART AVE,T080,GRAVID,2014-10-02 00:10:00,9,negative,CULEX PIPIENS,41.754148414,-87.612721023,10
2014,40,89XX S CARPENTER ST,T159,GRAVID,2014-10-02 00:10:00,1,negative,CULEX PIPIENS,41.731446858,-87.649722253,10
2014,40,41XX N OAK PARK AVE,T002,GRAVID,2014-10-02 00:10:00,3,negative,CULEX RESTUANS,41.956298856,-87.797517445,10
2014,40,58XX N RIDGE AVE,T231,GRAVID,2014-10-02 00:10:00,1,negative,CULEX TERRITANS,41.987880692,-87.666785075,10
2014,40,3XX W 18TH ST,T043,GRAVID,2014-10-02 00:10:00,2,negative,CULEX RESTUANS,41.857837294,-87.635861986,10
2014,40,48XX W MONTANA ST,T222,GRAVID,2014-10-02 00:10:00,2,negative,CULEX PIPIENS,41.925286783,-87.747459124,10
2014,40,4XX W 127TH,T135,GRAVID,2014-10-02 00:10:00,17,negative,CULEX PIPIENS,41.66433558418288,-87.63195638634048,10
2014,40,51XX N MONT CLARE AVE,T223,GRAVID,2014-10-02 00:10:00,7,negative,CULEX PIPIENS,41.974522761,-87.80458947,10
2014,40,13XX N LARAMIE AVE,T230,GRAVID,2014-10-02 00:10:00,2,negative,CULEX RESTUANS,41.904773448,-87.755685753,10
2014,40,22XX W 69TH ST,T069,GRAVID,2014-10-02 00:10:00,1,negative,CULEX PIPIENS,41.768485667,-87.679463428,10
2014,40,50XX S UNION AVE,T082,GRAVID,2014-10-02 00:10:00,1,negative,CULEX PIPIENS,41.802359309,-87.643075919,10
2014,40,127XX S DOTY AVE,T115,GRAVID,2014-10-02 00:10:00,3,negative,CULEX PIPIENS,41.662386728,-87.590179728,10
2014,40,48XX W MONTANA ST,T222,GRAVID,2014-10-02 00:10:00,3,negative,CULEX RESTUANS,41.925286783,-87.747459124,10
2014,40,67XX S KEDZIE AVE,T066,GRAVID,2014-10-02 00:10:00,4,negative,CULEX PIPIENS,41.771198588,-87.703106608,10
2014,40,81XX S ASHLAND,T068,GRAVID,2014-10-02 00:10:00,1,negative,CULEX PIPIENS,41.74673231695429,-87.66372145935453,10
2014,40,61XX N LEMONT AVE,T012,GRAVID,2014-10-02 00:10:00,4,negative,CULEX RESTUANS,41.993564362,-87.745420387,10
2014,40,36XX N PITTSBURGH AVE,T011,GRAVID,2014-10-02 00:10:00,2,negative,CULEX RESTUANS,41.945961094,-87.832942473,10
2014,40,37XX S PULASKI RD,T063,GRAVID,2014-10-02 00:10:00,2,negative,CULEX PIPIENS,41.825398256,-87.723962137,10
2014,40,5XX W 72ND ST,T035,GRAVID,2014-10-02 00:10:00,15,negative,CULEX PIPIENS,41.763370922,-87.637872614,10
2014,40,46XX N MILWAUKEE AVE,T003,GRAVID,2014-10-02 00:10:00,1,negative,CULEX PIPIENS,41.965374859,-87.758411715,10
2014,40,3XX W 104TH ST,T095,GRAVID,2014-10-02 00:10:00,1,negative,CULEX PIPIENS,41.705327644,-87.632955365,10
2014,40,10XX E 67TH ST,T073,GRAVID,2014-10-02 00:10:00,13,negative,CULEX PIPIENS,41.773085401,-87.600167559,10
2014,40,70XX W ARMITAGE AVE,T151,GRAVID,2014-10-02 00:10:00,1,negative,CULEX PIPIENS,41.916134719,-87.801092809,10
2014,40,5XX S CENTRAL AVE,T031,GRAVID,2014-10-02 00:10:00,9,negative,CULEX PIPIENS,41.872872862,-87.764736532,10
2014,40,11XX S CALIFORNIA AVE,T047,GRAVID,2014-10-02 00:10:00,1,negative,CULEX PIPIENS,41.867599254,-87.695785443,10
2014,40,82XX S KOSTNER AVE,T225,GRAVID,2014-10-02 00:10:00,2,negative,CULEX PIPIENS,41.742670478,-87.731550059,10
2014,40,36XX N PITTSBURGH AVE,T011,GRAVID,2014-10-02 00:10:00,11,negative,CULEX PIPIENS,41.945961094,-87.832942473,10
2014,39,6XX E 91ST PL,T227,GRAVID,2014-09-25 00:09:00,22,negative,CULEX PIPIENS,41.728490034,-87.608524308,9
2014,39,79XX S CHICAGO,T083,GRAVID,2014-09-25 00:09:00,2,negative,CULEX RESTUANS,41.75448406995105,-87.5907408151742,9
2014,39,100XX W OHARE AIRPORT,T913,GRAVID,2014-09-25 00:09:00,3,negative,CULEX RESTUANS,41.97773755569391,-87.88096903051245,9
2014,39,39XX S ASHLAND AVE,T074,GRAVID,2014-09-25 00:09:00,2,negative,CULEX TERRITANS,41.820858508,-87.665108095,9
2014,39,100XX W OHARE AIRPORT,T902,GRAVID,2014-09-25 00:09:00,3,negative,CULEX RESTUANS,41.97773755569391,-87.88096903051245,9
2014,39,52XX W 63RD ST,T065,GRAVID,2014-09-25 00:09:00,2,negative,CULEX RESTUANS,41.778305156,-87.754366286,9
2014,39,119XX S ASHLAND AVE,T090,GRAVID,2014-09-25 00:09:00,15,negative,CULEX PIPIENS,41.676887316,-87.661221926,9
2014,39,70XX N MOSELLE AVE,T008,GRAVID,2014-09-25 00:09:00,5,positive,CULEX PIPIENS,42.007997503,-87.778234965,9
2014,39,13XX N LARAMIE AVE,T230,GRAVID,2014-09-25 00:09:00,2,negative,CULEX RESTUANS,41.904773448,-87.755685753,9
2014,39,61XX W FULLERTON AVE,T013,GRAVID,2014-09-25 00:09:00,3,negative,CULEX RESTUANS,41.923887364,-87.778909912,9
2014,39,11XX S CALIFORNIA AVE,T047,GRAVID,2014-09-25 00:09:00,1,negative,CULEX TERRITANS,41.867599254,-87.695785443,9
2014,39,4XX W 127TH,T135,GRAVID,2014-09-25 00:09:00,4,negative,CULEX PIPIENS,41.66433558418288,-87.63195638634048,9
2014,39,11XX W CHICAGO AVE,T049,GRAVID,2014-09-25 00:09:00,2,negative,CULEX RESTUANS,41.896131093,-87.656762124,9
2014,39,77XX S EBERHART AVE,T080,GRAVID,2014-09-25 00:09:00,3,negative,CULEX RESTUANS,41.754148414,-87.612721023,9
2014,39,39XX S ASHLAND AVE,T074,GRAVID,2014-09-25 00:09:00,2,negative,CULEX PIPIENS,41.820858508,-87.665108095,9
2014,39,70XX W ARMITAGE AVE,T151,GRAVID,2014-09-25 00:09:00,4,negative,CULEX PIPIENS,41.916134719,-87.801092809,9
2014,39,71XX S SOUTH SHORE DR,T079,GRAVID,2014-09-25 00:09:00,4,negative,CULEX RESTUANS,41.765752525,-87.562465208,9
2014,39,81XX S ASHLAND,T068,GRAVID,2014-09-25 00:09:00,3,negative,CULEX RESTUANS,41.74673231695429,-87.66372145935453,9
2014,39,25XX S MILLARD AVE,T152,GRAVID,2014-09-25 00:09:00,3,negative,CULEX RESTUANS,41.845715402,-87.715898597,9
2014,39,37XX E 118TH ST,T212,GRAVID,2014-09-25 00:09:00,2,negative,CULEX PIPIENS,41.681034931,-87.533436467,9
2014,39,100XX W OHARE AIRPORT,T923,GRAVID,2014-09-25 00:09:00,5,positive,CULEX RESTUANS,41.97773755569391,-87.88096903051245,9
2014,39,81XX S ASHLAND,T068,GRAVID,2014-09-25 00:09:00,1,negative,CULEX PIPIENS,41.74673231695429,-87.66372145935453,9
2014,39,11XX W ROOSEVELT RD,T048,GRAVID,2014-09-25 00:09:00,1,negative,CULEX PIPIENS,41.866915182,-87.654918844,9
2014,39,91XX W HIGGINS RD,T009,GRAVID,2014-09-25 00:09:00,3,negative,CULEX PIPIENS,41.988586396,-87.854473351,9
2014,39,36XX N PITTSBURGH AVE,T011,GRAVID,2014-09-25 00:09:00,5,negative,CULEX RESTUANS,41.945961094,-87.832942473,9
2014,39,71XX N HARLEM AVE,T233,GRAVID,2014-09-25 00:09:00,1,negative,CULEX TERRITANS,42.010643274,-87.8067973,9
2014,39,89XX S MUSKEGON AVE,T099,GRAVID,2014-09-25 00:09:00,1,negative,CULEX PIPIENS,41.73318788,-87.55562869,9
2014,39,39XX S ASHLAND AVE,T074,GRAVID,2014-09-25 00:09:00,1,negative,CULEX RESTUANS,41.820858508,-87.665108095,9
2014,39,6XX W MONTROSE DR,T017,GRAVID,2014-09-25 00:09:00,4,negative,CULEX PIPIENS,41.962014638,-87.646847726,9
2014,39,67XX S KEDZIE AVE,T066,GRAVID,2014-09-25 00:09:00,4,negative,CULEX PIPIENS,41.771198588,-87.703106608,9
2014,39,22XX W 69TH ST,T069,GRAVID,2014-09-25 00:09:00,3,negative,CULEX RESTUANS,41.768485667,-87.679463428,9
2014,39,14XX N HUMBOLDT DR,T033,GRAVID,2014-09-25 00:09:00,4,negative,CULEX PIPIENS,41.907284873,-87.701394637,9
2014,39,41XX N OAK PARK AVE,T002,GRAVID,2014-09-25 00:09:00,30,negative,CULEX PIPIENS,41.956298856,-87.797517445,9
2014,39,3XX W 104TH ST,T095,GRAVID,2014-09-25 00:09:00,5,negative,CULEX PIPIENS,41.705327644,-87.632955365,9
2014,39,109XX S COTTAGE GROVE AVE,T102,GRAVID,2014-09-25 00:09:00,5,negative,CULEX RESTUANS,41.69549407,-87.609081766,9
2014,39,100XX W OHARE AIRPORT,T912,GRAVID,2014-09-25 00:09:00,4,negative,CULEX RESTUANS,41.97773755569391,-87.88096903051245,9
2014,39,70XX N MOSELLE AVE,T008,GRAVID,2014-09-25 00:09:00,2,negative,CULEX RESTUANS,42.007997503,-87.778234965,9
2014,39,51XX N MONT CLARE AVE,T223,GRAVID,2014-09-25 00:09:00,18,negative,CULEX PIPIENS,41.974522761,-87.80458947,9
2014,39,100XX W OHARE AIRPORT,T913,GRAVID,2014-09-25 00:09:00,7,negative,CULEX PIPIENS,41.97773755569391,-87.88096903051245,9
2014,39,1XX N CENTRAL PARK DR,T030,GRAVID,2014-09-25 00:09:00,1,negative,CULEX RESTUANS,41.883771777,-87.716168365,9
2014,39,10XX E 67TH ST,T073,GRAVID,2014-09-25 00:09:00,3,negative,CULEX PIPIENS,41.773085401,-87.600167559,9
2014,39,131XX S BRANDON AVE,T209,GRAVID,2014-09-25 00:09:00,1,negative,CULEX PIPIENS,41.657068876,-87.546048865,9
2014,39,79XX S CHICAGO,T083,GRAVID,2014-09-25 00:09:00,1,negative,CULEX PIPIENS,41.75448406995105,-87.5907408151742,9
2014,39,82XX S KOSTNER AVE,T225,GRAVID,2014-09-25 00:09:00,1,negative,CULEX PIPIENS,41.742670478,-87.731550059,9
2014,39,100XX W OHARE AIRPORT,T913,GRAVID,2014-09-25 00:09:00,1,negative,CULEX TERRITANS,41.97773755569391,-87.88096903051245,9
2014,39,50XX S UNION AVE,T082,GRAVID,2014-09-25 00:09:00,1,negative,CULEX RESTUANS,41.802359309,-87.643075919,9
2014,39,48XX W MONTANA ST,T222,GRAVID,2014-09-25 00:09:00,2,negative,CULEX RESTUANS,41.925286783,-87.747459124,9
2014,39,100XX W OHARE AIRPORT,T906,GRAVID,2014-09-25 00:09:00,1,negative,CULEX PIPIENS,41.97773755569391,-87.88096903051245,9
2014,39,24XX E 105TH ST,T128,GRAVID,2014-09-25 00:09:00,3,negative,CULEX PIPIENS,41.704687214,-87.564235562,9
2014,39,70XX W ARMITAGE AVE,T151,GRAVID,2014-09-25 00:09:00,7,negative,CULEX RESTUANS,41.916134719,-87.801092809,9
2014,39,58XX N RIDGE AVE,T231,GRAVID,2014-09-25 00:09:00,5,negative,CULEX PIPIENS,41.987880692,-87.666785075,9
2014,39,77XX S EBERHART AVE,T080,GRAVID,2014-09-25 00:09:00,6,positive,CULEX PIPIENS,41.754148414,-87.612721023,9
2014,39,3XX W 18TH ST,T043,GRAVID,2014-09-25 00:09:00,1,negative,CULEX RESTUANS,41.857837294,-87.635861986,9
2014,39,13XX N LARAMIE AVE,T230,GRAVID,2014-09-25 00:09:00,2,negative,CULEX PIPIENS,41.904773448,-87.755685753,9
2014,39,63XX W 64TH ST,T155,GRAVID,2014-09-25 00:09:00,3,negative,CULEX RESTUANS,41.776005392,-87.779407668,9
2014,39,82XX S KOSTNER AVE,T225,GRAVID,2014-09-25 00:09:00,5,negative,CULEX RESTUANS,41.742670478,-87.731550059,9
2014,39,101XX S STONY ISLAND AVE,T138,GRAVID,2014-09-25 00:09:00,1,negative,CULEX RESTUANS,41.710542402,-87.584558933,9
2014,39,3XX W 18TH ST,T043,GRAVID,2014-09-25 00:09:00,2,negative,CULEX PIPIENS,41.857837294,-87.635861986,9
2014,39,25XX S MILLARD AVE,T152,GRAVID,2014-09-25 00:09:00,1,negative,CULEX PIPIENS,41.845715402,-87.715898597,9
2014,39,10XX E 67TH ST,T073,GRAVID,2014-09-25 00:09:00,7,negative,CULEX RESTUANS,41.773085401,-87.600167559,9
2014,39,5XX S CENTRAL AVE,T031,GRAVID,2014-09-25 00:09:00,10,negative,CULEX RESTUANS,41.872872862,-87.764736532,9
2014,39,61XX N LEMONT AVE,T012,GRAVID,2014-09-25 00:09:00,2,negative,CULEX RESTUANS,41.993564362,-87.745420387,9
2014,39,5XX S CENTRAL AVE,T031,GRAVID,2014-09-25 00:09:00,4,negative,CULEX PIPIENS,41.872872862,-87.764736532,9
2014,39,1XX N CENTRAL PARK DR,T030,GRAVID,2014-09-25 00:09:00,1,negative,CULEX PIPIENS,41.883771777,-87.716168365,9
2014,39,4XX E 130TH ST,T221,GRAVID,2014-09-25 00:09:00,3,positive,CULEX RESTUANS,41.659236018,-87.612015128,9
2014,39,11XX S CALIFORNIA AVE,T047,GRAVID,2014-09-25 00:09:00,4,negative,CULEX PIPIENS,41.867599254,-87.695785443,9
2014,39,101XX S STONY ISLAND AVE,T138,GRAVID,2014-09-25 00:09:00,16,positive,CULEX PIPIENS,41.710542402,-87.584558933,9
2014,39,100XX W OHARE AIRPORT,T912,GRAVID,2014-09-25 00:09:00,4,negative,CULEX PIPIENS,41.97773755569391,-87.88096903051245,9
2014,39,11XX W ROOSEVELT RD,T048,GRAVID,2014-09-25 00:09:00,5,negative,CULEX RESTUANS,41.866915182,-87.654918844,9
2014,39,36XX N PITTSBURGH AVE,T011,GRAVID,2014-09-25 00:09:00,10,negative,CULEX PIPIENS,41.945961094,-87.832942473,9
2014,39,14XX N HUMBOLDT DR,T033,GRAVID,2014-09-25 00:09:00,9,negative,CULEX RESTUANS,41.907284873,-87.701394637,9
2014,39,82XX S KOSTNER AVE,T225,GRAVID,2014-09-25 00:09:00,1,negative,CULEX TERRITANS,41.742670478,-87.731550059,9
2014,39,41XX N OAK PARK AVE,T002,GRAVID,2014-09-25 00:09:00,2,negative,CULEX RESTUANS,41.956298856,-87.797517445,9
2014,39,100XX W OHARE AIRPORT,T906,GRAVID,2014-09-25 00:09:00,2,negative,CULEX RESTUANS,41.97773755569391,-87.88096903051245,9
2014,39,52XX S KOLMAR AVE,T114,GRAVID,2014-09-25 00:09:00,1,negative,CULEX RESTUANS,41.798210726,-87.736924963,9
2014,39,71XX N HARLEM AVE,T233,GRAVID,2014-09-25 00:09:00,6,negative,CULEX PIPIENS,42.010643274,-87.8067973,9
2014,39,91XX W HIGGINS RD,T009,GRAVID,2014-09-25 00:09:00,1,negative,CULEX RESTUANS,41.988586396,-87.854473351,9
2014,39,17XX N PULASKI RD,T039,GRAVID,2014-09-25 00:09:00,1,negative,CULEX PIPIENS,41.913567582,-87.726300302,9
2014,39,89XX S CARPENTER ST,T159,GRAVID,2014-09-25 00:09:00,3,negative,CULEX PIPIENS,41.731446858,-87.649722253,9
2014,39,63XX W 64TH ST,T155,GRAVID,2014-09-25 00:09:00,2,negative,CULEX PIPIENS,41.776005392,-87.779407668,9
2014,39,61XX N LEMONT AVE,T012,GRAVID,2014-09-25 00:09:00,7,negative,CULEX PIPIENS,41.993564362,-87.745420387,9
2014,39,109XX S COTTAGE GROVE AVE,T102,GRAVID,2014-09-25 00:09:00,13,negative,CULEX PIPIENS,41.69549407,-87.609081766,9
2014,38,39XX N SPRINGFIELD AVE,T228,GRAVID,2014-09-18 00:09:00,2,negative,CULEX RESTUANS,41.953664152,-87.724987191,9
2014,38,61XX W FULLERTON AVE,T013,GRAVID,2014-09-18 00:09:00,4,negative,CULEX PIPIENS,41.923887364,-87.778909912,9
2014,38,91XX W HIGGINS RD,T009,GRAVID,2014-09-18 00:09:00,1,negative,CULEX PIPIENS,41.988586396,-87.854473351,9
2014,38,4XX E 130TH ST,T221,GRAVID,2014-09-18 00:09:00,1,negative,CULEX RESTUANS,41.659236018,-87.612015128,9
2014,38,25XX W GRAND AVE,T046,GRAVID,2014-09-18 00:09:00,1,negative,CULEX RESTUANS,41.892219983,-87.691697729,9
2014,38,100XX W OHARE AIRPORT,T924,GRAVID,2014-09-18 00:09:00,1,negative,CULEX RESTUANS,41.97773755569391,-87.88096903051245,9
2014,38,13XX N LARAMIE AVE,T230,GRAVID,2014-09-18 00:09:00,3,negative,CULEX RESTUANS,41.904773448,-87.755685753,9
2014,38,70XX W ARMITAGE AVE,T151,GRAVID,2014-09-18 00:09:00,33,negative,CULEX PIPIENS,41.916134719,-87.801092809,9
2014,38,100XX W OHARE AIRPORT,T906,GRAVID,2014-09-18 00:09:00,2,negative,CULEX PIPIENS,41.97773755569391,-87.88096903051245,9
2014,38,14XX N HUMBOLDT DR,T033,GRAVID,2014-09-18 00:09:00,4,negative,CULEX RESTUANS,41.907284873,-87.701394637,9
2014,38,11XX W CHICAGO AVE,T049,GRAVID,2014-09-18 00:09:00,2,positive,CULEX RESTUANS,41.896131093,-87.656762124,9
2014,38,127XX S DOTY AVE,T115,GRAVID,2014-09-18 00:09:00,3,negative,CULEX PIPIENS,41.662386728,-87.590179728,9
2014,38,11XX S CALIFORNIA AVE,T047,GRAVID,2014-09-18 00:09:00,1,negative,CULEX RESTUANS,41.867599254,-87.695785443,9
2014,38,77XX S EBERHART AVE,T080,GRAVID,2014-09-18 00:09:00,3,negative,CULEX RESTUANS,41.754148414,-87.612721023,9
2014,38,50XX S UNION AVE,T082,GRAVID,2014-09-18 00:09:00,1,negative,CULEX RESTUANS,41.802359309,-87.643075919,9
2014,38,3XX W 104TH ST,T095,GRAVID,2014-09-18 00:09:00,3,negative,CULEX RESTUANS,41.705327644,-87.632955365,9
2014,38,91XX W HIGGINS RD,T009,GRAVID,2014-09-18 00:09:00,2,negative,CULEX RESTUANS,41.988586396,-87.854473351,9
2014,38,77XX S EBERHART AVE,T080,GRAVID,2014-09-18 00:09:00,6,negative,CULEX PIPIENS,41.754148414,-87.612721023,9
2014,38,39XX N SPRINGFIELD AVE,T228,GRAVID,2014-09-18 00:09:00,6,positive,CULEX PIPIENS,41.953664152,-87.724987191,9
2014,38,67XX S KEDZIE AVE,T066,GRAVID,2014-09-18 00:09:00,4,negative,CULEX PIPIENS,41.771198588,-87.703106608,9
2014,38,58XX N PULASKI RD,T027,GRAVID,2014-09-18 00:09:00,8,negative,CULEX RESTUANS,41.986319851,-87.728378456,9
2014,38,101XX S STONY ISLAND AVE,T138,GRAVID,2014-09-18 00:09:00,20,negative,CULEX PIPIENS,41.710542402,-87.584558933,9
2014,38,101XX S STONY ISLAND AVE,T138,GRAVID,2014-09-18 00:09:00,13,negative,CULEX RESTUANS,41.710542402,-87.584558933,9
2014,38,13XX N LARAMIE AVE,T230,GRAVID,2014-09-18 00:09:00,9,negative,CULEX PIPIENS,41.904773448,-87.755685753,9
2014,38,39XX S ASHLAND AVE,T074,GRAVID,2014-09-18 00:09:00,1,negative,CULEX RESTUANS,41.820858508,-87.665108095,9
2014,38,10XX E 67TH ST,T073,GRAVID,2014-09-18 00:09:00,8,negative,CULEX PIPIENS,41.773085401,-87.600167559,9
2014,38,5XX S CENTRAL AVE,T031,GRAVID,2014-09-18 00:09:00,2,negative,CULEX TERRITANS,41.872872862,-87.764736532,9
2014,38,17XX W 95TH ST,T094,GRAVID,2014-09-18 00:09:00,1,negative,CULEX RESTUANS,41.7212875,-87.665235702,9
2014,38,36XX N PITTSBURGH AVE,T011,GRAVID,2014-09-18 00:09:00,7,negative,CULEX PIPIENS,41.945961094,-87.832942473,9
2014,38,41XX N OAK PARK AVE,T002,GRAVID,2014-09-18 00:09:00,15,positive,CULEX PIPIENS,41.956298856,-87.797517445,9
2014,38,22XX N CANNON DR,T054B,GRAVID,2014-09-18 00:09:00,1,negative,CULEX PIPIENS,41.9220638,-87.63223306,9
2014,38,3XX W 104TH ST,T095,GRAVID,2014-09-18 00:09:00,6,negative,CULEX PIPIENS,41.705327644,-87.632955365,9
2014,38,58XX N WESTERN AVE,T028,GRAVID,2014-09-18 00:09:00,5,negative,CULEX PIPIENS,41.987244608,-87.68941677,9
2014,38,24XX E 105TH ST,T128,GRAVID,2014-09-18 00:09:00,6,negative,CULEX RESTUANS,41.704687214,-87.564235562,9
2014,38,46XX N MILWAUKEE AVE,T003,GRAVID,2014-09-18 00:09:00,5,negative,CULEX PIPIENS,41.965374859,-87.758411715,9
2014,38,100XX W OHARE AIRPORT,T924,GRAVID,2014-09-18 00:09:00,1,negative,CULEX PIPIENS,41.97773755569391,-87.88096903051245,9
2014,38,100XX W OHARE AIRPORT,T925,GRAVID,2014-09-18 00:09:00,1,negative,CULEX SALINARIUS,41.97773755569391,-87.88096903051245,9
2014,38,58XX N WESTERN AVE,T028,GRAVID,2014-09-18 00:09:00,1,negative,CULEX RESTUANS,41.987244608,-87.68941677,9
2014,38,100XX W OHARE AIRPORT,T900,GRAVID,2014-09-18 00:09:00,1,negative,CULEX TERRITANS,41.97773755569391,-87.88096903051245,9
2014,38,51XX N MONT CLARE AVE,T223,GRAVID,2014-09-18 00:09:00,8,negative,CULEX RESTUANS,41.974522761,-87.80458947,9
2014,38,41XX N OAK PARK AVE,T002,GRAVID,2014-09-18 00:09:00,9,negative,CULEX RESTUANS,41.956298856,-87.797517445,9
2014,38,14XX N HUMBOLDT DR,T033,GRAVID,2014-09-18 00:09:00,12,negative,CULEX PIPIENS,41.907284873,-87.701394637,9
2014,38,4XX W 127TH,T135,GRAVID,2014-09-18 00:09:00,4,negative,CULEX PIPIENS,41.66433558418288,-87.63195638634048,9
2014,38,100XX W OHARE AIRPORT,T900,GRAVID,2014-09-18 00:09:00,6,negative,CULEX PIPIENS,41.97773755569391,-87.88096903051245,9
2014,38,100XX W OHARE AIRPORT,T916,GRAVID,2014-09-18 00:09:00,6,negative,CULEX PIPIENS,41.97773755569391,-87.88096903051245,9
2014,38,100XX W OHARE AIRPORT,T913,GRAVID,2014-09-18 00:09:00,2,negative,CULEX RESTUANS,41.97773755569391,-87.88096903051245,9
2014,38,5XX S CENTRAL AVE,T031,GRAVID,2014-09-18 00:09:00,19,positive,CULEX PIPIENS,41.872872862,-87.764736532,9
2014,38,51XX N MONT CLARE AVE,T223,GRAVID,2014-09-18 00:09:00,16,positive,CULEX PIPIENS,41.974522761,-87.80458947,9
2014,38,100XX W OHARE AIRPORT,T925,GRAVID,2014-09-18 00:09:00,1,negative,CULEX PIPIENS,41.97773755569391,-87.88096903051245,9
2014,38,17XX N PULASKI RD,T039,GRAVID,2014-09-18 00:09:00,3,negative,CULEX PIPIENS,41.913567582,-87.726300302,9
